,Unnamed: 0,CamId,Filename,S_Spring,S_Summer,S_Fall,S_Winter,D_Night,D_Twilight,D_Sunrise,D_Sunset,D_Day,D_FullDaylight,I_Height,I_Width,I_LowestSky,I_Low09Sky,TimeStamp,DQ_TimeDiffers,IQ_Empty,IQ_Noise,Conds,Fog,Rain,Snow,Hail,Thunder
3018,60950,19388,20131001_071405.jpg,0,0,1,0,0,0,1,0,1,0,960,1280,396,393,05:50+1,144,0,0.3209927962332444,Mostly Cloudy,0,0,0,0,0
3019,29316,8953,20130613_051306.jpg,0,1,0,0,0,0,1,0,1,0,960,1280,594,586,03:50+1,143,0,0.43848431408642863,Clear,0,0,0,0,0
3020,32657,19388,20130625_041407.jpg,0,1,0,0,0,0,1,0,1,0,960,1280,396,393,02:50+1,144,0,0.26557347637151274,Unknown,0,0,0,0,0
3021,76248,17244,20131219_133552.jpg,0,0,0,1,0,0,1,0,1,0,480,640,157,142,06:43-6,52,0,3.378.533.627.360.280,Partly Cloudy,0,0,0,0,0
3022,6674,10870,20130416_053801.jpg,1,0,0,0,0,0,1,0,1,0,480,640,185,183,05:50+1,48,0,0.11749151785318508,Clear,0,0,0,0,0
3023,35002,858,20140612_113301.jpg,0,1,0,0,0,0,1,0,1,0,480,640,278,278,00:53-10,40,0,0.7461713540603014,Scattered Clouds,0,0,0,0,0
3024,71936,204,20131122_131944.jpg,0,0,1,0,0,0,1,0,1,0,480,704,369,366,06:32-6,47,0,0.32099279623326177,Light Rain,0,1,0,0,0
3025,354,3396,20140531_040844.jpg,1,0,0,0,0,0,1,0,1,0,960,1280,484,482,04:20+1,48,0,0.6238095913996353,Partly Cloudy,0,0,0,0,0
3026,3968,7371,20120419_044715.jpg,1,0,0,0,0,0,1,0,1,0,960,1280,487,482,05:50+1,3,0,0.4633131932829994,Unknown,0,0,0,0,0
3027,53946,684,20131026_141156.jpg,0,0,1,0,0,0,1,0,1,0,720,1280,523,505,06:54-5,137,0,0.4136554348898425,Clear,0,0,0,0,0
3028,45527,21444,20140708_130222.jpg,0,1,0,0,0,0,1,0,1,0,1154,1728,1153,1153,04:51-5,191,0,0.4996651954167461,Clear,0,0,0,0,0
3029,48699,162,20130804_113837.jpg,0,1,0,0,0,0,1,0,1,0,720,1280,521,513,04:52-6,46,0,0.43848431408640576,Clear,0,0,0,0,0
3030,74518,24325,20131230_153859.jpg,0,0,0,1,0,0,1,0,1,0,768,1024,418,409,07:53-7,45,0,0.3458216754298252,Clear,0,0,0,0,0
3031,71363,9730,20130324_082710.jpg,0,0,1,0,0,0,1,0,1,0,480,640,182,179,06:00-4,93,0,2,06E-02,,0,0,0,0,0
3032,34182,1093,20140710_112357.jpg,0,1,0,0,0,0,1,0,1,0,480,640,212,207,03:53-6,90,0,0.0926626386566003,Clear,0,0,0,0,0
3033,91930,3396,20131203_070835.jpg,0,0,0,1,0,0,1,0,1,0,960,1280,484,482,07:20+1,48,0,19.459.154.117.886.100,Mostly Cloudy,0,0,0,0,0
3034,38790,204,20140814_231954.jpg,0,1,0,0,0,0,1,0,1,0,480,704,369,366,14:54-6,145,0,0.3391687973001292,Clear,0,0,0,0,0
3035,19942,10066,20130515_061640.jpg,1,0,0,0,0,0,1,0,1,0,480,640,278,268,04:55+1,141,0,0.3954794338229784,Scattered Clouds,0,0,0,0,0
3036,89088,11331,20140227_081124.jpg,0,0,0,1,0,0,1,0,1,0,665,857,181,180,06:50+1,141,0,1,17E-14,Mostly Cloudy,0,0,0,0,0
3037,26131,7233,20130808_050139.jpg,0,1,0,0,0,0,1,0,1,0,720,1280,258,247,05:20+1,41,0,1,17E-14,Mostly Cloudy,0,0,0,0,0
3038,40052,3888,20130707_034229.jpg,0,1,0,0,0,0,1,0,1,0,240,320,69,68,04:30+0,48,0,0.5108620738131853,Unknown,0,0,0,0,0
3039,31424,260,20130829_131455.jpg,0,1,0,0,0,0,1,0,1,0,720,1280,337,325,05:52-5,142,0,0.4384843140864279,Overcast,0,0,0,0,0
3040,16271,162,20130331_123826.jpg,1,0,0,0,0,0,1,0,1,0,720,1280,521,513,05:52-6,46,0,0.3888265556932988,Overcast,0,0,0,0,0
3041,4284,3837,20140513_035218.jpg,1,0,0,0,0,0,1,0,1,0,480,640,124,119,03:50+0,2,0,0.3458216754298187,Mostly Cloudy,0,0,0,0,0
3042,94446,3396,20140221_070844.jpg,0,0,0,1,0,0,1,0,1,0,960,1280,484,482,07:20+1,48,0,0.8215493083111065,Mostly Cloudy,0,0,0,0,0
3043,40950,3396,20140713_073837.jpg,0,1,0,0,0,0,1,0,1,0,960,1280,484,482,11:00+1,142,0,15.504.359.779.656.200,Rain,0,1,0,0,0
3044,143,3837,20130503_061528.jpg,1,0,0,0,0,0,1,0,1,0,480,640,124,119,03:50+0,145,0,0.15716995905177875,Scattered Clouds,0,0,0,0,0
3045,37398,19388,20130621_004418.jpg,0,1,0,0,0,0,1,0,1,0,960,1280,396,393,03:20+1,96,0,0.3706505546263924,Unknown,0,0,0,0,0
3046,45187,162,20130704_103842.jpg,0,1,0,0,0,0,1,0,1,0,720,1280,521,513,03:52-6,46,0,0.4203083130195358,Shallow Fog,1,0,0,0,0
3047,41529,8733,20130817_043648.jpg,0,1,0,0,0,0,1,0,1,0,480,640,321,319,04:50+1,46,0,0.3954794338229733,Partly Cloudy,0,0,0,0,0
3048,40028,8887,20140828_173815.jpg,0,1,0,0,0,0,1,0,1,0,768,1024,52,48,18:50+1,12,0,8.406.579.921.892.940,Unknown,0,0,0,0,0
3049,45049,9708,20110718_050518.jpg,0,1,0,0,0,0,1,0,1,0,960,1280,133,129,01:55+0,190,0,0.8893830677711427,Overcast,0,0,0,0,0
3050,53252,10870,20131124_063803.jpg,0,0,1,0,0,0,1,0,1,0,480,640,185,183,06:50+1,48,0,0.32764567436294617,Light Drizzle,0,0,0,0,0
3051,34903,9291,20140709_061524.jpg,0,1,0,0,0,0,1,0,1,0,480,640,152,143,04:50+1,145,0,17.091.497.427.600.500,Clear,0,0,0,0,0
3052,39566,17244,20130630_113555.jpg,0,1,0,0,0,0,1,0,1,0,480,640,157,142,05:56-6,21,0,1.174.106.594.171.030,Scattered Clouds,0,0,0,0,0
3053,85355,8953,20130203_091302.jpg,0,0,0,1,0,0,1,0,1,0,960,1280,594,586,07:50+1,143,0,0.3209927962332572,Overcast,0,0,0,0,0
3054,49991,4181,20130730_130152.jpg,0,1,0,0,0,0,1,0,1,0,480,640,166,155,01:58-7,243,0,0.0,Clear,0,0,0,0,0
3055,79243,19306,20131231_145319.jpg,0,0,0,1,0,0,1,0,1,0,960,1296,272,249,06:55-8,2,0,1,17E-14,Clear,0,0,0,0,0
3056,42943,18590,20130828_113931.jpg,0,1,0,0,0,0,1,0,1,0,480,640,280,268,04:52-6,47,0,0.2961639170366863,Clear,0,0,0,0,0
3057,53362,9730,20130312_055700.jpg,0,0,1,0,0,0,1,0,1,0,480,640,182,179,06:00-4,243,0,5,85E-16,Clear,0,0,0,0,0
3058,15927,3888,20130429_054401.jpg,1,0,0,0,0,0,1,0,1,0,240,320,69,68,06:30+0,46,0,0.3209927962332677,Light Rain,0,1,0,0,0
3059,85024,65,20130101_143305.jpg,0,0,0,1,0,0,1,0,1,0,720,1280,425,420,07:35-7,2,0,0.370650554626386,Clear,0,0,0,0,0
3060,41679,162,20130709_103836.jpg,0,1,0,0,0,0,1,0,1,0,720,1280,521,513,03:52-6,46,0,0.4136554348898617,Partly Cloudy,0,0,0,0,0
3061,39788,3396,20130705_040837.jpg,0,1,0,0,0,0,1,0,1,0,960,1280,484,482,04:20+1,48,0,11.268.012.258.812.400,Scattered Clouds,0,0,0,0,0
3062,69643,162,20131122_133832.jpg,0,0,1,0,0,0,1,0,1,0,720,1280,521,513,06:52-6,46,0,0.3954794338229717,Overcast,0,0,0,0,0
3063,58973,7211,20120901_054008.jpg,0,0,1,0,0,0,1,0,1,0,1024,1280,415,406,05:50+1,50,0,0.2316565966415019,Mostly Cloudy,0,0,0,0,0
3064,21288,21510,20140314_123038.jpg,1,0,0,0,0,0,1,0,1,0,480,640,216,213,06:23-7,53,0,15.552.473.732.306.700,Clear,0,0,0,0,0
3065,54557,19106,20131011_120649.jpg,0,0,1,0,0,0,1,0,1,0,480,640,256,255,08:00-5,54,0,0.4384843140864488,,0,0,0,0,0
3066,64096,3837,20131129_082212.jpg,0,0,1,0,0,0,1,0,1,0,480,640,124,119,06:50+0,92,0,0.4136554348898654,Overcast,0,0,0,0,0
3067,86575,8953,20130117_081311.jpg,0,0,0,1,0,0,1,0,1,0,960,1280,594,586,08:20+1,53,0,0.4136554348898546,Overcast,0,0,0,0,0
3068,6371,1093,20140421_105356.jpg,1,0,0,0,0,0,1,0,1,0,480,640,212,207,04:53-6,0,0,0.13566751892004952,Mostly Cloudy,0,0,0,0,0
3069,34359,3396,20140627_030839.jpg,0,1,0,0,0,0,1,0,1,0,960,1280,484,482,03:20+1,48,0,22.015.095.709.655.900,Partly Cloudy,0,0,0,0,0
3070,22665,8438,20130323_141636.jpg,1,0,0,0,0,0,1,0,1,0,600,800,271,267,05:53-6,143,0,0.02482887919656629,Overcast,0,0,0,0,0
3071,1858,9708,20110322_090519.jpg,1,0,0,0,0,0,1,0,1,0,960,1280,133,129,05:55+0,190,0,14.453.588.997.107.300,Mist,0,0,0,0,0
3072,82282,4584,20130116_063655.jpg,0,0,0,1,0,0,1,0,1,0,480,640,246,245,07:50+2,46,0,0.4384843140864408,Light Rain,0,1,0,0,0
3073,47057,858,20140621_133258.jpg,0,1,0,0,0,0,1,0,1,0,480,640,278,278,01:53-10,99,0,0.9108855079028708,Mostly Cloudy,0,0,0,0,0
3074,57704,24325,20140916_133853.jpg,0,0,1,0,0,0,1,0,1,0,768,1024,418,409,05:53-7,45,0,0.2763246964373742,Clear,0,0,0,0,0
3075,2466,21511,20130304_123152.jpg,1,0,0,0,0,0,1,0,1,0,480,640,231,226,04:45-7,46,0,17.593.900.566.657.700,Clear,0,0,0,0,0
3076,19030,8733,20130516_043643.jpg,1,0,0,0,0,0,1,0,1,0,480,640,321,319,04:50+1,46,0,0.413655434889865,Mostly Cloudy,0,0,0,0,0
3077,49327,684,20120719_121239.jpg,0,1,0,0,0,0,1,0,1,0,720,1280,523,505,04:54-5,138,0,0.4136554348898536,Clear,0,0,0,0,0
3078,28950,10066,20130712_061637.jpg,0,1,0,0,0,0,1,0,1,0,480,640,278,268,04:55+1,141,0,0.31356801523223904,Scattered Clouds,0,0,0,0,0
3079,64279,65,20140922_140331.jpg,0,0,1,0,0,0,1,0,1,0,720,1280,425,420,06:15-7,48,0,0.3424952363649806,Clear,0,0,0,0,0
3080,78888,10066,20131226_072724.jpg,0,0,0,1,0,0,1,0,1,0,480,640,278,268,10:00+1,93,0,0.1853252773131962,Snow,0,0,1,0,0
3081,57821,162,20140928_123836.jpg,0,0,1,0,0,0,1,0,1,0,720,1280,521,513,05:52-6,46,0,0.4384843140864216,Fog,1,0,0,0,0
3082,4555,162,20130518_003838.jpg,1,0,0,0,0,0,1,0,1,0,720,1280,521,513,17:52-6,46,0,0.395479433822973,Clear,0,0,0,0,0
3083,93407,9730,20130703_065701.jpg,0,0,0,1,0,0,1,0,1,0,480,640,182,179,07:00-4,243,0,0.13566751892005596,Clear,0,0,0,0,0
3084,26022,11160,20130617_065321.jpg,0,1,0,0,0,0,1,0,1,0,480,640,233,232,09:20+0,147,0,0.6668144716630706,Clear,0,0,0,0,0
3085,89698,10066,20130112_091630.jpg,0,0,0,1,0,0,1,0,1,0,480,640,278,268,07:55+1,141,0,0.3209927962332557,Clear,0,0,0,0,0
3086,53192,1093,20141001_115414.jpg,0,0,1,0,0,0,1,0,1,0,480,640,212,207,05:53-6,1,0,2,55E+00,Overcast,0,0,0,0,0
3087,35330,3395,20110630_053728.jpg,0,1,0,0,0,0,1,0,1,0,485,974,277,275,09:00+0,203,0,0.2531590367732268,,0,0,0,0,0
3088,53191,65,20130916_140304.jpg,0,0,1,0,0,0,1,0,1,0,720,1280,425,420,06:15-7,48,0,0.2531590367732319,Clear,0,0,0,0,0
3089,14035,858,20140521_130304.jpg,1,0,0,0,0,0,1,0,1,0,480,640,278,278,00:53-10,130,0,0.784305989516249,Scattered Clouds,0,0,0,0,0
3090,31664,204,20140816_105001.jpg,0,1,0,0,0,0,1,0,1,0,480,704,369,366,04:54-6,4,0,0.370650554626394,Clear,0,0,0,0,0
3091,70016,3837,20131020_055217.jpg,0,0,1,0,0,0,1,0,1,0,480,640,124,119,05:50+0,2,0,0.3524745535595284,Overcast,0,0,0,0,0
3092,3045,4584,20130516_033644.jpg,1,0,0,0,0,0,1,0,1,0,480,640,246,245,04:50+2,46,0,0.55597583193959,Clear,0,0,0,0,0
3093,30637,9291,20140704_061525.jpg,0,1,0,0,0,0,1,0,1,0,480,640,152,143,04:50+1,145,0,0.9266263865660148,Partly Cloudy,0,0,0,0,0
3094,37926,858,20140604_123254.jpg,0,1,0,0,0,0,1,0,1,0,480,640,278,278,00:53-10,99,0,0.7164722300562308,Scattered Clouds,0,0,0,0,0
3095,34963,4584,20130625_033646.jpg,0,1,0,0,0,0,1,0,1,0,480,640,246,245,04:50+2,46,0,0.42773309402056586,Clear,0,0,0,0,0
3096,78569,204,20140208_131945.jpg,0,0,0,1,0,0,1,0,1,0,480,704,369,366,04:54-6,145,0,0.32099279623324145,Mostly Cloudy,0,0,0,0,0
3097,32463,7371,20120622_061727.jpg,0,1,0,0,0,0,1,0,1,0,960,1280,487,482,04:50+1,147,0,0.5559758319396029,Mostly Cloudy,0,0,0,0,0
3098,86910,4795,20130206_100421.jpg,0,0,0,1,0,0,1,0,1,0,381,508,52,49,07:50+1,194,0,0.19773971691147965,Mostly Cloudy,0,0,0,0,0
3099,35341,11160,20130630_045325.jpg,0,1,0,0,0,0,1,0,1,0,480,640,233,232,07:20+0,147,0,0.3933705559599996,Mostly Cloudy,0,0,0,0,0
3100,66518,162,20131113_123832.jpg,0,0,1,0,0,0,1,0,1,0,720,1280,521,513,05:52-6,46,0,0.413655434889868,Clear,0,0,0,0,0
3101,58377,4801,20110921_061001.jpg,0,0,1,0,0,0,1,0,1,0,480,640,243,241,06:20+1,50,0,8,23E+00,Fog,1,0,0,0,0
3102,28714,684,20140628_104149.jpg,0,1,0,0,0,0,1,0,1,0,720,1280,523,505,04:54-5,47,0,0.3706505546264193,Overcast,0,0,0,0,0
3103,48074,3396,20140623_040839.jpg,0,1,0,0,0,0,1,0,1,0,960,1280,484,482,04:20+1,48,0,0.5923278340733618,Partly Cloudy,0,0,0,0,0
3104,93609,21510,20140112_140059.jpg,0,0,0,1,0,0,1,0,1,0,480,640,216,213,06:20-7,40,0,78.246.450.665.161.300,Clear,0,0,0,0,0
3105,7050,11160,20130421_062324.jpg,1,0,0,0,0,0,1,0,1,0,480,640,233,232,04:50+0,93,0,0.5944367119363335,Mostly Cloudy,0,0,0,0,0
3106,56193,22788,20140915_062732.jpg,0,0,1,0,0,0,1,0,1,0,800,1280,357,351,05:50+1,97,0,5,14E-01,Clear,0,0,0,0,0
3107,43096,8733,20130613_043644.jpg,0,1,0,0,0,0,1,0,1,0,480,640,321,319,04:50+1,46,0,0.4814891943498753,Unknown,0,0,0,0,0
3108,17591,3837,20140320_055210.jpg,1,0,0,0,0,0,1,0,1,0,480,640,124,119,05:50+0,2,0,5,85E-16,Unknown,0,0,0,0,0
3109,70930,9730,20130523_065706.jpg,0,0,1,0,0,0,1,0,1,0,480,640,182,179,07:00-4,243,0,0.2622470373066831,Mostly Cloudy,0,0,0,0,0
3110,10013,3396,20140415_050837.jpg,1,0,0,0,0,0,1,0,1,0,960,1280,484,482,05:20+1,48,0,18.523.614.564.708.800,Partly Cloudy,0,0,0,0,0
3111,3187,21510,20130506_114718.jpg,1,0,0,0,0,0,1,0,1,0,480,640,216,213,04:49-7,2,0,17.218.379.767.223.800,Clear,0,0,0,0,0
3112,60924,24325,20131027_143848.jpg,0,0,1,0,0,0,1,0,1,0,768,1024,418,409,06:53-7,45,0,0.2531590367732243,Clear,0,0,0,0,0
3113,82401,10870,20131226_080757.jpg,0,0,0,1,0,0,1,0,1,0,480,640,185,183,08:20+1,47,0,0.16049639811662586,Light Rain,0,1,0,0,0
3114,92167,7233,20131203_070140.jpg,0,0,0,1,0,0,1,0,1,0,720,1280,258,247,07:20+1,41,0,1,17E-14,Scattered Clouds,0,0,0,0,0
3115,63821,9112,20131110_064920.jpg,0,0,1,0,0,0,1,0,1,0,480,640,265,262,06:50+0,1,0,21.555.919.131.392.800,Mostly Cloudy,0,0,0,0,0
3116,89182,10066,20130123_082727.jpg,0,0,0,1,0,0,1,0,1,0,480,640,278,268,07:55+1,92,0,0.32099279623325805,Clear,0,0,0,0,0
3117,25142,6798,20130503_062359.jpg,1,0,0,0,0,0,1,0,1,0,480,640,352,350,07:00-1,97,0,0.18532527731319787,Partly Cloudy,0,0,0,0,0
3118,58935,7371,20121021_081720.jpg,0,0,1,0,0,0,1,0,1,0,960,1280,487,482,06:50+1,147,0,0.5063180735464439,Mist,0,0,0,0,0
3119,15935,19306,20130412_132330.jpg,1,0,0,0,0,0,1,0,1,0,960,1296,272,249,04:35-8,48,0,11.392.156.654.795.100,Clear,0,0,0,0,0
3120,22597,7371,20120418_071713.jpg,1,0,0,0,0,0,1,0,1,0,960,1280,487,482,05:50+1,147,0,0.4384843140864211,Light Rain,0,1,0,0,0
3121,2443,18590,20140527_113920.jpg,1,0,0,0,0,0,1,0,1,0,480,640,280,268,04:52-6,47,0,0.2101541565097728,Mostly Cloudy,0,0,0,0,0
3122,67652,3396,20140920_060835.jpg,0,0,1,0,0,0,1,0,1,0,960,1280,484,482,06:20+1,48,0,0.8347356507807357,Mostly Cloudy,0,0,0,0,0
3123,43071,22788,20140821_052729.jpg,0,1,0,0,0,0,1,0,1,0,800,1280,357,351,04:50+1,97,0,0.2904023555680933,Overcast,0,0,0,0,0
3124,47446,858,20140603_150258.jpg,0,1,0,0,0,0,1,0,1,0,480,640,278,278,01:53-10,189,0,0.7346482311230977,Light Rain,0,1,0,0,0
3125,32974,65,20130614_123302.jpg,0,1,0,0,0,0,1,0,1,0,720,1280,425,420,05:35-7,2,0,0.3209927962332584,Clear,0,0,0,0,0
3126,18398,24325,20140418_160847.jpg,1,0,0,0,0,0,1,0,1,0,768,1024,418,409,05:53-7,195,0,0.41365543488984396,Clear,0,0,0,0,0
3127,91989,4181,20131204_163035.jpg,0,0,0,1,0,0,1,0,1,0,480,640,166,155,07:58-7,92,0,0.3706505546264221,Partly Cloudy,0,0,0,0,0
3128,5920,19388,20130517_051402.jpg,1,0,0,0,0,0,1,0,1,0,960,1280,396,393,03:50+1,144,0,0.3706505546264159,Unknown,0,0,0,0,0
3129,70830,24325,20131107_153846.jpg,0,0,1,0,0,0,1,0,1,0,768,1024,418,409,07:53-7,45,0,0.34582167542982045,Clear,0,0,0,0,0
3130,7311,3395,20110523_043742.jpg,1,0,0,0,0,0,1,0,1,0,485,974,277,275,07:00+0,143,0,0.32099279623325183,,0,0,0,0,0
3131,93839,17244,20130123_183549.jpg,0,0,0,1,0,0,1,0,1,0,480,640,157,142,12:42-6,7,0,71.150.645.421.691.300,Scattered Clouds,0,0,0,0,0
3132,44690,3888,20130803_041222.jpg,0,1,0,0,0,0,1,0,1,0,240,320,69,68,05:00+0,48,0,0.4007953369610233,Unknown,0,0,0,0,0
3133,38727,3396,20130826_050838.jpg,0,1,0,0,0,0,1,0,1,0,960,1280,484,482,05:20+1,48,0,16.745.803.739.484.900,Overcast,0,0,0,0,0
3134,36079,4584,20130627_043655.jpg,0,1,0,0,0,0,1,0,1,0,480,640,246,245,05:50+2,46,0,0.4384843140864295,Clear,0,0,0,0,0
3135,9627,5020,20130928_114537.jpg,1,0,0,0,0,0,1,0,1,0,480,640,247,243,12:00-3,195,0,2,06E-02,Overcast,0,0,0,0,0
3136,50041,8733,20130628_030636.jpg,0,1,0,0,0,0,1,0,1,0,480,640,321,319,00:50+1,196,0,0.4384843140864483,Overcast,0,0,0,0,0
3137,33471,204,20130729_124958.jpg,0,1,0,0,0,0,1,0,1,0,480,704,369,366,06:54-6,5,0,0.3706505546264011,Overcast,0,0,0,0,0
3138,61123,7233,20131027_060138.jpg,0,0,1,0,0,0,1,0,1,0,720,1280,258,247,06:20+1,41,0,4,94E-01,Unknown,0,0,0,0,0
3139,79391,21511,20130105_150142.jpg,0,0,0,1,0,0,1,0,1,0,480,640,231,226,06:22-7,99,0,5.578.586.809.544.450,Clear,0,0,0,0,0
3140,89100,10066,20131205_082721.jpg,0,0,0,1,0,0,1,0,1,0,480,640,278,268,07:55+1,92,0,0.5344733918078757,Clear,0,0,0,0,0
3141,45882,7211,20120617_041022.jpg,0,1,0,0,0,0,1,0,1,0,1024,1280,415,406,04:20+1,50,0,0.13566751892005388,Clear,0,0,0,0,0
3142,22717,4584,20130404_050658.jpg,1,0,0,0,0,0,1,0,1,0,480,640,246,245,06:20+2,46,0,0.4384843140864392,Clear,0,0,0,0,0
3143,3714,4801,20110422_064003.jpg,1,0,0,0,0,0,1,0,1,0,480,640,243,241,09:20+1,100,0,4,12E-02,Unknown,0,0,0,0,0
3144,79246,9730,20130618_092707.jpg,0,0,0,1,0,0,1,0,1,0,480,640,182,179,07:00-4,93,0,2,06E-02,Clear,0,0,0,0,0
3145,29532,11331,20140611_041122.jpg,0,1,0,0,0,0,1,0,1,0,665,857,181,180,06:00+1,49,0,1,17E-14,Scattered Clouds,0,0,0,0,0
3146,27506,19388,20130705_004405.jpg,0,1,0,0,0,0,1,0,1,0,960,1280,396,393,03:20+1,96,0,10.804.699.065.529.200,Mostly Cloudy,0,0,0,0,0
3147,78204,18590,20131219_133922.jpg,0,0,0,1,0,0,1,0,1,0,480,640,280,268,06:52-6,47,0,0.2779879159698012,Mostly Cloudy,0,0,0,0,0
3148,77983,19306,20130112_145329.jpg,0,0,0,1,0,0,1,0,1,0,960,1296,272,249,06:55-8,2,0,19.719.618.521.870.500,Clear,0,0,0,0,0
3149,36785,858,20140615_133258.jpg,0,1,0,0,0,0,1,0,1,0,480,640,278,278,01:53-10,99,0,0.7379746701879588,Mostly Cloudy,0,0,0,0,0
3150,40312,162,20130828_113824.jpg,0,1,0,0,0,0,1,0,1,0,720,1280,521,513,04:52-6,46,0,0.4384843140864305,Mostly Cloudy,0,0,0,0,0
3151,26894,7211,20120719_044006.jpg,0,1,0,0,0,0,1,0,1,0,1024,1280,415,406,04:50+1,50,0,0.2531590367732326,Partly Cloudy,0,0,0,0,0
3152,51843,684,20130614_104152.jpg,0,1,0,0,0,0,1,0,1,0,720,1280,523,505,04:54-5,47,0,0.4136554348898584,Clear,0,0,0,0,0
3153,39740,21510,20130609_114707.jpg,0,1,0,0,0,0,1,0,1,0,480,640,216,213,04:45-7,2,0,1.795.320.283.226.940,Scattered Clouds,0,0,0,0,0
3154,89918,5020,20130726_111536.jpg,0,0,0,1,0,0,1,0,1,0,480,640,247,243,06:40-3,95,0,0.09266263865660944,Patches of Fog,1,0,0,0,0
3155,67927,8887,20140901_070811.jpg,0,0,1,0,0,0,1,0,1,0,768,1024,52,48,05:50+1,138,0,2.045.883.417.656.430,Overcast,0,0,0,0,0
3156,49593,623,20130806_014153.jpg,0,1,0,0,0,0,1,0,1,0,720,1280,435,435,18:52-6,49,0,1.113.288.638.870.850,Clear,0,0,0,0,0
3157,19403,8438,20130409_141631.jpg,1,0,0,0,0,0,1,0,1,0,600,800,271,267,05:53-6,143,0,0.16049639811662886,Overcast,0,0,0,0,0
3158,60953,22788,20141013_072732.jpg,0,0,1,0,0,0,1,0,1,0,800,1280,357,351,06:50+1,97,0,0.04965775839313049,Fog,1,0,0,0,0
3159,9437,17244,20130407_120553.jpg,1,0,0,0,0,0,1,0,1,0,480,640,157,142,06:15-6,10,0,8.686.525.305.107.410,Clear,0,0,0,0,0
3160,77798,9730,20130705_092705.jpg,0,0,0,1,0,0,1,0,1,0,480,640,182,179,07:00-4,93,0,2,57E-03,Fog,1,0,0,0,0
3161,84213,10066,20131230_082724.jpg,0,0,0,1,0,0,1,0,1,0,480,640,278,268,07:55+1,92,0,0.32099279623324817,Clear,0,0,0,0,0
3162,2100,8733,20130416_080640.jpg,1,0,0,0,0,0,1,0,1,0,480,640,321,319,05:50+1,196,0,0.5559758319395766,Mostly Cloudy,0,0,0,0,0
3163,39147,7211,20120819_051023.jpg,0,1,0,0,0,0,1,0,1,0,1024,1280,415,406,05:20+1,50,0,0.1423203970497421,Unknown,0,0,0,0,0
3164,64372,18590,20131118_130921.jpg,0,0,1,0,0,0,1,0,1,0,480,640,280,268,03:52-6,197,0,0.2870759165032331,Mostly Cloudy,0,0,0,0,0
3165,17113,8733,20130519_063641.jpg,1,0,0,0,0,0,1,0,1,0,480,640,321,319,06:50+1,46,0,0.4384843140864263,Scattered Clouds,0,0,0,0,0
3166,35892,8887,20130609_043807.jpg,0,1,0,0,0,0,1,0,1,0,768,1024,52,48,04:50+1,48,0,30.281.679.516.637.200,Mostly Cloudy,0,0,0,0,0
3167,33032,65,20130630_123309.jpg,0,1,0,0,0,0,1,0,1,0,720,1280,425,420,05:35-7,2,0,0.4508987536847047,Clear,0,0,0,0,0
3168,11718,9708,20110329_043518.jpg,1,0,0,0,0,0,1,0,1,0,960,1280,133,129,05:25+0,50,0,185.747.052.885.795,Mist,0,0,0,0,0
3169,36029,11160,20130610_052312.jpg,0,1,0,0,0,0,1,0,1,0,480,640,233,232,03:50+0,93,0,0.3209927962332594,Light Rain,0,1,0,0,0
3170,1180,204,20140317_121945.jpg,1,0,0,0,0,0,1,0,1,0,480,704,369,366,03:54-6,145,0,0.27798791596979866,Clear,0,0,0,0,0
3171,55766,623,20140911_001153.jpg,0,0,1,0,0,0,1,0,1,0,720,1280,435,435,15:52-6,139,0,0.41698187395470704,Clear,0,0,0,0,0
3172,66480,24325,20131023_143852.jpg,0,0,1,0,0,0,1,0,1,0,768,1024,418,409,06:53-7,45,0,0.2688999154363509,Clear,0,0,0,0,0
3173,2939,24325,20140408_133850.jpg,1,0,0,0,0,0,1,0,1,0,768,1024,418,409,05:53-7,45,0,0.25315903677322404,Clear,0,0,0,0,0
3174,40818,65,20130726_123324.jpg,0,1,0,0,0,0,1,0,1,0,720,1280,425,420,05:35-7,2,0,0.5096445126113059,Light Drizzle,0,0,0,0,0
3175,41874,19388,20130730_051415.jpg,0,1,0,0,0,0,1,0,1,0,960,1280,396,393,03:50+1,144,0,0.25315903677322793,Fog,1,0,0,0,0
3176,4399,8733,20130314_063648.jpg,1,0,0,0,0,0,1,0,1,0,480,640,321,319,06:50+1,46,0,0.3458216754298267,Partly Cloudy,0,0,0,0,0
3177,91555,10066,20130101_091628.jpg,0,0,0,1,0,0,1,0,1,0,480,640,278,268,07:55+1,141,0,0.38882655569328056,Clear,0,0,0,0,0
3178,49388,8887,20130614_043807.jpg,0,1,0,0,0,0,1,0,1,0,768,1024,52,48,04:50+1,48,0,1,17E-14,Drizzle,0,0,0,0,0
3179,5215,19388,20130421_051409.jpg,1,0,0,0,0,0,1,0,1,0,960,1280,396,393,03:50+1,144,0,0.3706505546263895,Unknown,0,0,0,0,0
3180,94547,7371,20120110_091711.jpg,0,0,0,1,0,0,1,0,1,0,960,1280,487,482,07:50+1,147,0,0.3276456743629478,Overcast,0,0,0,0,0
3181,50856,9708,20110720_070518.jpg,0,1,0,0,0,0,1,0,1,0,960,1280,133,129,03:55+0,190,0,0.7503891097862372,Overcast,0,0,0,0,0
3182,37836,21510,20130704_131722.jpg,0,1,0,0,0,0,1,0,1,0,480,640,216,213,04:46-7,91,0,8.159.182.446.588.310,Overcast,0,0,0,0,0
