,Unnamed: 0,CamId,Filename,S_Spring,S_Summer,S_Fall,S_Winter,D_Night,D_Twilight,D_Sunrise,D_Sunset,D_Day,D_FullDaylight,I_Height,I_Width,I_LowestSky,I_Low09Sky,DQ_TimeDiffers,IQ_Empty,IQ_Noise,Conds,Fog,Rain,Snow,Hail,Thunder
19801,19801,18590,20130702_013919.jpg,0,1,0,0,0,1,0,0,0,0,480,640,280,268,407,0,0.3209927962332529,Scattered Clouds,0,0,0,0,0
4721,4721,10917,20120615_055415.jpg,0,1,0,0,0,0,0,0,1,1,960,1280,959,959,146,0,0.8091348687127973,Clear,0,0,0,0,0
71698,71698,684,20120826_121156.jpg,0,1,0,0,1,0,0,0,0,0,720,1280,523,505,1003,0,0.37065055462639424,Overcast,0,0,0,0,0
6979,6979,1093,20140604_195407.jpg,0,1,0,0,0,0,0,0,1,1,480,640,212,207,361,0,0.1389939579849045,Light Rain,0,1,0,0,0
35585,35585,22788,20140327_142725.jpg,1,0,0,0,0,0,0,0,1,1,800,1280,357,351,37,0,0.07116019852487779,Scattered Clouds,0,0,0,0,0
68252,68252,65,20140220_220307.jpg,0,0,0,1,0,0,0,0,1,1,720,1280,425,420,468,0,0.3276456743629456,Clear,0,0,0,0,0
40707,40707,260,20140319_214456.jpg,1,0,0,0,0,0,0,0,1,1,720,1280,337,325,347,0,0.046331319328302624,Overcast,0,0,0,0,0
87538,87538,8887,20140307_193811.jpg,1,0,0,0,1,0,0,0,0,0,768,1024,52,48,0,0,0.8215493083111154,Unknown,0,0,0,0,0
78499,78499,7371,20120324_101713.jpg,1,0,0,0,0,0,0,0,1,1,960,1280,487,482,87,0,0.3706505546263995,Partly Cloudy,0,0,0,0,0
91534,91534,9483,20130725_235408.jpg,0,1,0,0,1,0,0,0,0,0,647,1024,306,302,206,0,0.2779879159698023,Clear,0,0,0,0,0
55483,55483,4584,20131116_073658.jpg,0,0,1,0,0,0,0,0,1,1,480,640,246,245,74,0,0.5311469527430244,Mostly Cloudy,0,0,0,0,0
61123,61123,5020,20140805_181536.jpg,0,0,0,1,0,0,0,0,1,1,480,640,247,243,135,0,0.7098193519265364,Clear,0,0,0,0,0
54167,54167,4584,20130222_160654.jpg,0,0,0,1,0,0,0,0,1,1,480,640,246,245,74,0,0.6668144716630866,Mostly Cloudy,0,0,0,0,0
82491,82491,858,20140517_073302.jpg,1,0,0,0,0,0,0,0,1,1,480,640,278,278,700,0,0.7594771103196828,Mostly Cloudy,0,0,0,0,0
64029,64029,623,20130710_231151.jpg,0,1,0,0,0,0,0,0,1,1,720,1280,435,435,499,0,0.3888265556933,Scattered Clouds,0,0,0,0,0
39176,39176,260,20130504_144459.jpg,1,0,0,0,0,0,0,0,1,1,720,1280,337,325,153,0,0.4814891943498942,Clear,0,0,0,0,0
6665,6665,10917,20130815_205417.jpg,0,1,0,0,1,0,0,0,0,0,960,1280,959,959,146,0,0.7279953529934201,Clear,0,0,0,0,0
19569,19569,18590,20130512_100930.jpg,1,0,0,0,1,0,0,0,0,0,480,640,280,268,497,0,0.4633131932829983,Scattered Clouds,0,0,0,0,0
79674,79674,75,20130208_001303.jpg,0,0,0,1,0,0,0,0,1,1,720,1280,621,616,621,0,0.3209927962332583,Mostly Cloudy,0,0,0,0,0
67011,67011,65,20130610_130308.jpg,0,1,0,0,0,1,0,0,0,0,720,1280,425,420,972,0,0.3209927962332485,Clear,0,0,0,0,0
66238,66238,65,20130102_220313.jpg,0,0,0,1,0,0,0,0,1,1,720,1280,425,420,468,0,0.296163917036682,Clear,0,0,0,0,0
736,736,10066,20130528_162722.jpg,1,0,0,0,0,0,0,0,1,1,480,640,278,268,32,0,0.3706505546264007,Rain,1,1,0,0,0
75514,75514,7211,20120129_113951.jpg,0,0,0,1,0,0,0,0,1,1,1024,1280,415,406,0,0,1.5604167705586794e-14,Mostly Cloudy,0,0,0,0,0
51031,51031,3888,20130526_141227.jpg,1,0,0,0,0,0,0,0,1,1,240,320,69,68,48,0,0.48647885294715004,Partly Cloudy,0,0,0,0,0
93167,93167,9730,20130204_012711.jpg,0,1,0,0,1,0,0,0,0,0,480,640,182,179,147,0,0.6916433508596607,Unknown,0,0,0,0,0
43079,43079,3297,20131203_180122.jpg,0,0,0,1,0,0,0,0,1,1,412,550,242,236,959,0,0.2531590367732214,Clear,0,0,0,0,0
81907,81907,8438,20130419_004641.jpg,1,0,0,0,0,0,0,1,0,1,600,800,271,267,353,0,0.2531590367732213,Clear,0,0,0,0,0
24160,24160,19388,20130505_024401.jpg,1,0,0,0,0,0,0,0,1,1,960,1280,396,393,156,0,0.02150244013173161,Unknown,0,0,0,0,0
61974,61974,5021,20130730_204636.jpg,0,0,0,1,1,0,0,0,0,0,480,640,257,254,0,0,0.06783375946003325,,0,0,0,0,0
57047,57047,4795,20121220_063417.jpg,0,0,0,1,0,0,0,0,1,1,381,508,52,49,206,0,0.2333198161739249,Partly Cloudy,0,0,0,0,0
82527,82527,858,20140524_070301.jpg,1,0,0,0,0,0,0,0,1,1,480,640,278,278,790,0,0.8024819905831551,Mostly Cloudy,0,0,0,0,0
5337,5337,10917,20121118_122413.jpg,0,0,1,0,0,0,0,0,1,1,960,1280,959,959,1346,0,0.549322953809912,Unknown,0,0,0,0,0
24930,24930,19388,20131009_124412.jpg,0,0,1,0,0,0,0,0,1,1,960,1280,396,393,156,0,0.4566603151533161,Scattered Clouds,0,0,0,0,0
86110,86110,8887,20130518_013812.jpg,1,0,0,0,1,0,0,0,0,0,768,1024,52,48,0,0,0.8454868708465904,Overcast,0,0,0,0,0
6659,6659,10917,20130814_165422.jpg,0,1,0,0,1,0,0,0,0,0,960,1280,959,959,146,0,0.7528242321899898,Scattered Clouds,0,0,0,0,0
48800,48800,3837,20131206_095216.jpg,0,0,0,1,0,0,0,0,1,1,480,640,124,119,0,0,0.22500371851179735,Mostly Cloudy,0,0,0,0,0
90493,90493,9291,20140502_164521.jpg,1,0,0,0,0,0,0,1,0,1,480,640,152,143,155,0,0.3458216754298267,Mostly Cloudy,0,0,0,0,0
44742,44742,3396,20130301_030841.jpg,1,0,0,0,1,0,0,0,0,0,960,1280,484,482,0,0,0.388826555693282,Overcast,0,0,0,0,0
74256,74256,684,20140223_134152.jpg,0,0,0,1,0,0,0,0,1,1,720,1280,523,505,1093,0,0.4136554348898556,Mostly Cloudy,0,0,0,0,0
50043,50043,3837,20140816_175213.jpg,0,1,0,0,1,0,0,0,0,0,480,640,124,119,188,0,0.9629783886997588,,0,0,0,0,0
55827,55827,4679,20140329_231011.jpg,1,0,0,0,1,0,0,0,0,0,480,640,188,185,110,0,0.0,,0,0,0,0,0
42691,42691,3297,20130730_190117.jpg,0,1,0,0,0,0,0,0,1,1,412,550,242,236,959,0,0.11749151785317588,Scattered Clouds,0,0,0,0,0
35536,35536,22788,20140317_052726.jpg,1,0,0,0,1,0,0,0,0,0,800,1280,357,351,37,0,1.287763268677443e-14,Unknown,0,0,0,0,0
59208,59208,5020,20130625_051532.jpg,0,0,0,1,1,0,0,0,0,0,480,640,247,243,135,0,0.37065055462640056,Light Rain,0,1,0,0,0
46642,46642,3396,20140502_093844.jpg,1,0,0,0,0,0,0,0,1,1,960,1280,484,482,0,0,0.7288866696545143,Overcast,0,0,0,0,0
42733,42733,3297,20130812_010143.jpg,0,1,0,0,0,0,0,0,1,1,412,550,242,236,481,0,0.2531590367732252,Partly Cloudy,0,0,0,0,0
25742,25742,19834,20140421_053240.jpg,1,0,0,0,1,0,0,0,0,0,512,672,283,282,459,0,0.6238095913996278,Scattered Clouds,0,0,0,0,0
862,862,10066,20130622_164635.jpg,0,1,0,0,0,0,0,0,1,1,480,640,278,268,0,0,0.5650638324730481,Thunderstorm,0,0,0,0,1
58005,58005,4801,20110424_161003.jpg,1,0,0,0,0,0,0,0,1,1,480,640,243,241,0,0,0.035580099262428486,Mostly Cloudy,0,0,0,0,0
10083,10083,11331,20140728_061122.jpg,0,1,0,0,0,0,0,0,1,1,665,857,181,180,109,0,1.1695669281730094e-30,Mist,0,0,0,0,0
47189,47189,3837,20130113_174523.jpg,0,0,0,1,1,0,0,0,0,0,480,640,124,119,195,0,0.5063180735464547,,0,0,0,0,0
20992,20992,18590,20140314_223926.jpg,1,0,0,0,0,0,0,0,1,1,480,640,280,268,407,0,0.2713350378401078,Scattered Clouds,0,0,0,0,0
89365,89365,8953,20130606_184258.jpg,0,1,0,0,1,0,0,0,0,0,960,1280,594,586,158,0,0.5493229538099224,Clear,0,0,0,0,0
46242,46242,3396,20140204_120834.jpg,0,0,0,1,0,0,0,0,1,1,960,1280,484,482,0,0,0.7843059895162643,Mostly Cloudy,0,0,0,0,0
32681,32681,21511,20130218_050603.jpg,0,0,0,1,1,0,0,0,0,0,480,640,231,226,561,0,0.641985592466509,Clear,0,0,0,0,0
25291,25291,19388,20131220_204403.jpg,0,0,0,1,1,0,0,0,0,0,960,1280,396,393,156,0,0.4633131932830007,Unknown,0,0,0,0,0
35355,35355,22788,20140209_065733.jpg,0,0,0,1,0,0,0,0,1,1,800,1280,357,351,203,0,0.0,Mist,0,0,0,0,0
36318,36318,22788,20140820_182733.jpg,0,1,0,0,0,0,0,0,1,1,800,1280,357,351,37,0,0.18532527731320173,Scattered Clouds,0,0,0,0,1
42069,42069,3297,20130226_210123.jpg,0,0,0,1,0,0,0,0,1,1,412,550,242,236,481,0,2.88470868205742e-15,Light Rain Showers,0,1,0,0,0
15133,15133,17218,20131015_174016.jpg,0,0,1,0,0,0,0,0,1,1,600,960,310,310,100,0,0.18532527731318774,Unknown,0,0,0,0,0
27239,27239,204,20130927_081948.jpg,0,0,1,0,1,0,0,0,0,0,480,704,369,366,445,0,0.2531590367732277,Clear,0,0,0,0,0
2510,2510,10870,20130726_190812.jpg,0,1,0,0,0,0,0,0,1,1,480,640,185,183,0,0,0.25315903677321644,Clear,0,0,0,0,0
47606,47606,3837,20130406_214533.jpg,1,0,0,0,1,0,0,0,0,0,480,640,124,119,0,0,0.2779879159698005,Scattered Clouds,0,0,0,0,0
70433,70433,6798,20130714_072352.jpg,0,1,0,0,0,0,0,0,1,1,480,640,352,350,37,0,0.049657758393153284,Clear,0,0,0,0,0
28450,28450,204,20140531_024947.jpg,1,0,0,0,1,0,0,0,0,0,480,704,369,366,355,0,0.2283301575766544,Clear,0,0,0,0,0
74144,74144,684,20140131_214140.jpg,0,0,0,1,0,0,0,0,1,1,720,1280,523,505,347,0,0.37065055462639424,Mostly Cloudy,0,0,0,0,0
91625,91625,9483,20130813_095415.jpg,0,1,0,0,0,0,0,0,1,1,647,1024,306,302,1234,0,0.5220589522095852,Scattered Clouds,0,0,0,0,0
80163,80163,75,20130726_161258.jpg,0,1,0,0,0,0,0,0,1,1,720,1280,621,616,820,0,0.3888265556932793,Clear,0,0,0,0,0
14568,14568,17218,20130624_111014.jpg,0,1,0,0,0,0,0,0,1,1,600,960,310,310,190,0,5.847834640865047e-31,Unknown,0,0,0,0,0
21585,21585,19106,20130531_050659.jpg,1,0,0,0,1,0,0,0,0,0,480,640,256,255,246,0,0.9299528256308468,Unknown,0,0,0,0,0
82544,82544,858,20140527_173300.jpg,1,0,0,0,0,0,0,0,1,1,480,640,278,278,740,0,0.7164722300562326,Smoke,0,0,0,0,0
56702,56702,4679,20140922_014019.jpg,0,0,1,0,1,0,0,0,0,0,480,640,188,185,160,0,0.0,Mostly Cloudy,0,0,0,0,0
36547,36547,22788,20141005_212741.jpg,0,0,1,0,1,0,0,0,0,0,800,1280,357,351,37,0,0.5741518330064816,Scattered Clouds,0,0,0,0,0
60926,60926,5020,20140627_094541.jpg,0,0,0,1,0,0,0,0,1,1,480,640,247,243,0,0,0.8273108697797082,Overcast,0,0,0,0,0
4902,4902,10917,20120813_105423.jpg,0,1,0,0,0,0,0,0,1,1,960,1280,959,959,1294,0,0.7661299884493725,Mostly Cloudy,0,0,0,0,0
36726,36726,24325,20130918_230852.jpg,0,0,1,0,0,0,0,0,1,1,768,1024,418,409,615,0,0.6734673497927782,Mostly Cloudy,0,0,0,0,0
76553,76553,7211,20120908_081002.jpg,0,0,1,0,0,0,0,0,1,1,1024,1280,415,406,0,0,0.13566751892005624,Patches of Fog,1,0,0,0,0
45506,45506,3396,20130815_073834.jpg,0,1,0,0,0,0,0,0,1,1,960,1280,484,482,162,0,0.6238095913996199,Mostly Cloudy,0,0,0,0,0
11145,11145,162,20130516_213836.jpg,1,0,0,0,0,0,0,0,1,1,720,1280,521,513,406,0,0.3673241155615525,Clear,0,0,0,0,0
70135,70135,6798,20130511_153953.jpg,1,0,0,0,0,0,0,0,1,1,480,640,352,350,0,0,3.657664043813754e-15,Clear,0,0,0,0,0
83701,83701,8733,20130115_150643.jpg,0,0,0,1,0,0,0,0,1,1,480,640,321,319,80,0,0.3028167951663725,Overcast,0,0,0,0,0
28377,28377,204,20140516_104952.jpg,1,0,0,0,0,0,0,0,1,1,480,704,369,366,355,0,0.3209927962332585,Mostly Cloudy,0,0,0,0,0
10263,10263,11331,20140902_144132.jpg,0,0,1,0,0,0,0,0,1,1,665,857,181,180,159,0,1.1695669281730094e-30,Mostly Cloudy,0,0,0,0,0
70485,70485,6798,20130724_123950.jpg,0,1,0,0,0,0,0,0,1,1,480,640,352,350,0,0,2.186218603502151e-15,Partly Cloudy,0,0,0,0,0
37389,37389,24325,20140217_223852.jpg,0,0,0,1,0,0,0,0,1,1,768,1024,418,409,465,0,0.3028167951663713,Clear,0,0,0,0,0
6412,6412,10917,20130626_065422.jpg,0,1,0,0,0,0,0,0,1,1,960,1280,959,959,146,0,0.7546068655121849,Mostly Cloudy,0,0,0,0,0
50483,50483,3888,20130201_224358.jpg,0,0,0,1,1,0,0,0,0,0,240,320,69,68,47,0,0.0,Overcast,0,0,0,0,0
61478,61478,5021,20130422_184629.jpg,0,0,1,0,1,0,0,0,0,0,480,640,257,254,0,0,0.1050770782548956,Clear,0,0,0,0,0
64699,64699,623,20131122_134152.jpg,0,0,1,0,0,0,1,0,0,1,720,1280,435,435,1031,0,0.43848431408641786,Overcast,0,0,0,0,0
94438,94438,9730,20131020_092659.jpg,1,0,0,0,0,0,0,0,1,1,480,640,182,179,146,0,3.0862858487723564e-17,Light Thunderstorms and Rain,0,1,0,0,1
81561,81561,8438,20130130_201640.jpg,0,0,0,1,0,0,0,0,1,1,600,800,271,267,937,0,0.21015415650977096,Overcast,0,0,0,0,0
49123,49123,3837,20140212_122218.jpg,0,0,0,1,0,0,0,0,1,1,480,640,124,119,98,0,0.7594771103196747,,0,0,0,0,0
39996,39996,260,20131019_124451.jpg,0,0,1,0,0,0,0,0,1,1,720,1280,337,325,1093,0,0.44635475341799946,Scattered Clouds,0,0,0,0,0
42660,42660,3297,20130722_040123.jpg,0,1,0,0,0,0,0,1,0,1,412,550,242,236,481,0,0.11749151785317842,Partly Cloudy,0,0,0,0,0
71354,71354,684,20120616_174203.jpg,0,1,0,0,0,0,0,0,1,1,720,1280,523,505,1092,0,0.4451371922161344,Scattered Clouds,0,0,0,0,0
88044,88044,8887,20140616_230810.jpg,0,1,0,0,1,0,0,0,0,0,768,1024,52,48,102,0,0.9725120475637532,Partly Cloudy,0,0,0,0,0
9112,9112,11160,20131101_062320.jpg,0,0,1,0,1,0,0,0,0,0,480,640,233,232,93,0,0.543561392341315,Fog,1,0,0,0,0
81452,81452,8438,20130108_174632.jpg,0,0,0,1,0,0,0,0,1,1,600,800,271,267,1087,0,6.597330817246884e-16,Clear,0,0,0,0,0
78356,78356,7371,20120224_171712.jpg,0,0,0,1,0,0,0,0,1,1,960,1280,487,482,87,0,0.4814891943498837,Partly Cloudy,0,0,0,0,0
26028,26028,19834,20140617_060248.jpg,0,1,0,0,1,0,0,0,0,0,512,672,283,282,309,0,0.6419855924665114,Scattered Clouds,0,0,0,0,0
68331,68331,65,20140309_013301.jpg,1,0,0,0,0,1,0,0,0,0,720,1280,425,420,418,0,0.3209927962332556,Clear,0,0,0,0,0
90644,90644,9291,20140601_174520.jpg,0,1,0,0,0,1,0,0,0,0,480,640,152,143,155,0,1.1695669281730094e-30,Scattered Clouds,0,0,0,0,0
58156,58156,4801,20110524_171003.jpg,1,0,0,0,0,0,0,0,1,1,480,640,243,241,0,0,0.16049639811662478,Mostly Cloudy,0,0,0,0,0
77976,77976,7233,20131210_163151.jpg,0,0,0,1,1,0,0,0,0,0,720,1280,258,247,109,0,0.3706505546264015,Scattered Clouds,0,0,0,0,0
40473,40473,260,20140131_091456.jpg,0,0,0,1,1,0,0,0,0,0,720,1280,337,325,394,0,0.7594771103196847,Overcast,0,0,0,0,0
26845,26845,204,20130710_031956.jpg,0,1,0,0,0,0,0,0,1,1,480,704,369,366,505,0,0.2531590367732277,Clear,0,0,0,0,0
58087,58087,4801,20110511_091003.jpg,1,0,0,0,0,0,0,0,1,1,480,640,243,241,70,0,0.04633131932829558,Scattered Clouds,0,0,0,0,0
18770,18770,18590,20121203_163927.jpg,0,0,0,1,0,0,0,0,1,1,480,640,280,268,1033,0,0.1356675189200539,Scattered Clouds,0,0,0,0,0
81783,81783,8438,20130325_064632.jpg,1,0,0,0,1,0,0,0,0,0,600,800,271,267,353,0,0.5244940746133342,Clear,0,0,0,0,0
1059,1059,10066,20130901_055727.jpg,0,0,1,0,0,0,0,0,1,1,480,640,278,268,58,0,0.4814891943498765,Overcast,0,0,0,0,0
14699,14699,17218,20130720_164009.jpg,0,1,0,0,0,0,0,0,1,1,600,960,310,310,100,0,5.847834640865047e-31,Unknown,0,0,0,0,0
14775,14775,17218,20130805_001014.jpg,0,1,0,0,1,0,0,0,0,0,600,960,310,310,190,0,0.19530459450773555,,0,0,0,0,0
5245,5245,10917,20121030_145419.jpg,0,0,1,0,1,0,0,0,0,0,960,1280,959,959,146,0,0.5493229538099125,Clear,0,0,0,0,0
70861,70861,6798,20131007_165406.jpg,0,0,1,0,0,0,0,0,1,1,480,640,352,350,36,0,1.2104677325018095e-14,Mostly Cloudy,0,0,0,0,0
39584,39584,260,20130728_154457.jpg,0,1,0,0,0,0,0,0,1,1,720,1280,337,325,202,0,0.5559758319396078,Scattered Clouds,0,0,0,0,0
47635,47635,3837,20130412_064530.jpg,1,0,0,0,0,0,0,0,1,1,480,640,124,119,195,0,0.4566603151532769,,0,0,0,0,0
46834,46834,3396,20140712_173844.jpg,0,1,0,0,0,1,0,0,0,0,960,1280,484,482,202,0,0.9290615089697478,Scattered Clouds,0,0,0,0,0
28712,28712,204,20140722_101955.jpg,0,1,0,0,1,0,0,0,0,0,480,704,369,366,505,0,0.3706505546263999,Clear,0,0,0,0,0
61065,61065,5020,20140725_014533.jpg,0,0,0,1,1,0,0,0,0,0,480,640,247,243,165,0,0.7909588676459516,Clear,0,0,0,0,0
79444,79444,7371,20121031_161726.jpg,0,0,1,0,0,0,0,0,1,1,960,1280,487,482,87,0,0.5244940746133416,Unknown,0,0,0,0,0
11864,11864,162,20131012_193828.jpg,0,0,1,0,0,0,0,0,1,1,720,1280,521,513,406,0,0.41365543488985396,Overcast,0,0,0,0,0
34176,34176,21511,20140208_143137.jpg,0,0,0,1,0,0,0,0,1,1,480,640,231,226,1070,0,0.8893830677711301,Clear,0,0,0,0,0
1318,1318,10066,20131022_142729.jpg,0,0,1,0,0,0,0,1,0,1,480,640,278,268,153,0,0.14232039704974056,Mostly Cloudy,0,0,0,0,0
53866,53866,4232,20141005_152042.jpg,0,0,1,0,0,0,0,0,1,1,480,800,286,285,931,0,0.117491517853174,Clear,0,0,0,0,0
89332,89332,8953,20130527_071257.jpg,1,0,0,0,0,0,0,0,1,1,960,1280,594,586,82,0,0.0,Overcast,0,0,0,0,0
81354,81354,75,20140927_234254.jpg,0,0,1,0,0,0,0,0,1,1,720,1280,621,616,530,0,0.32099279623325383,Clear,0,0,0,0,0
18660,18660,18590,20121111_190921.jpg,0,0,1,0,0,0,0,0,1,1,480,640,280,268,883,0,0.2531590367732269,Mostly Cloudy,0,0,0,0,0
42474,42474,3297,20130529_153117.jpg,1,0,0,0,0,0,0,0,1,1,412,550,242,236,1109,0,0.09266263865660236,Light Rain,0,1,0,0,0
77800,77800,7233,20131104_073141.jpg,0,0,1,0,0,0,0,0,1,1,720,1280,258,247,109,0,2.4690286790178846e-16,Mostly Cloudy,0,0,0,0,0
27282,27282,204,20131006_011949.jpg,0,0,1,0,0,0,0,0,1,1,480,704,369,366,505,0,0.25315903677322804,Mostly Cloudy,0,0,0,0,0
80755,80755,75,20140318_204251.jpg,1,0,0,0,0,0,0,0,1,1,720,1280,621,616,910,0,0.3209927962332561,Clear,0,0,0,0,0
94426,94426,9730,20131017_205701.jpg,1,0,0,0,1,0,0,0,0,0,480,640,182,179,92,0,0.6113951518013434,Mostly Cloudy,0,0,0,0,1
50905,50905,3888,20130427_121224.jpg,1,0,0,0,0,0,0,0,1,1,240,320,69,68,48,0,0.3797385551598356,Light Rain,0,1,0,0,0
35247,35247,22788,20140111_025717.jpg,0,0,0,1,1,0,0,0,0,0,800,1280,357,351,303,0,0.7379746701879548,Mist,0,0,0,0,0
20538,20538,18590,20131126_020919.jpg,0,0,1,0,1,0,0,0,0,0,480,640,280,268,451,0,0.3855001166284354,Light Rain,0,1,0,0,0
9842,9842,11331,20140610_041126.jpg,0,1,0,0,0,0,0,0,1,1,665,857,181,180,109,0,2.726535018812361e-15,Scattered Clouds,0,0,0,0,0
80114,80114,75,20130712_094300.jpg,0,1,0,0,1,0,0,0,0,0,720,1280,621,616,531,0,0.4633131932830018,Clear,0,0,0,0,0
57189,57189,4795,20130117_190417.jpg,0,0,0,1,0,1,0,0,0,0,381,508,52,49,134,0,0.2779879159698015,Light Snow,0,0,1,0,0
4417,4417,10917,20120413_185406.jpg,1,0,0,0,1,0,0,0,0,0,960,1280,959,959,146,0,0.5741518330064784,Overcast,0,0,0,0,0
63037,63037,623,20121219_211157.jpg,0,0,0,1,0,0,0,0,1,1,720,1280,435,435,499,0,0.3888265556932932,Mostly Cloudy,0,0,0,0,0
6052,6052,10917,20130410_122421.jpg,1,0,0,0,0,0,0,0,1,1,960,1280,959,959,1346,0,0.7279953529934409,Mostly Cloudy,0,0,0,0,0
81315,81315,75,20140914_021255.jpg,0,0,1,0,0,0,0,0,1,1,720,1280,621,616,620,0,0.37065055462640106,Clear,0,0,0,0,0
93899,93899,9730,20130704_115658.jpg,0,0,0,1,0,0,0,0,1,1,480,640,182,179,0,0,2.057523899181571e-17,Overcast,0,0,0,0,0
82733,82733,861,20140202_155134.jpg,0,0,0,1,0,0,0,0,1,1,480,640,164,163,1023,0,0.30857835663496835,Clear,0,0,0,0,0
20929,20929,18590,20140225_153929.jpg,0,0,0,1,0,0,0,0,1,1,480,640,280,268,1033,0,0.16049639811664196,Light Rain,0,1,0,0,0
49182,49182,3837,20140225_065221.jpg,0,0,0,1,0,0,0,0,1,1,480,640,124,119,0,0,0.3209927962332557,Partly Cloudy,0,0,0,0,0
35778,35778,22788,20140504_175738.jpg,1,0,0,0,1,0,0,0,0,0,800,1280,357,351,203,0,0.23088469377016635,Clear,0,0,0,0,0
86458,86458,8887,20130731_220809.jpg,0,1,0,0,1,0,0,0,0,0,768,1024,52,48,78,0,0.8029276489136851,Unknown,0,0,0,0,0
58073,58073,4801,20110508_081003.jpg,1,0,0,0,0,0,0,0,1,1,480,640,243,241,0,0,4.115047798363142e-17,Partly Cloudy,0,0,0,0,0
771,771,10066,20130604_144639.jpg,0,1,0,0,0,0,0,0,1,1,480,640,278,268,0,0,0.6295711528682222,Mostly Cloudy,0,0,0,0,0
8161,8161,11160,20130421_062324.jpg,1,0,0,0,0,0,1,0,0,1,480,640,233,232,93,0,0.5944367119363335,Mostly Cloudy,0,0,0,0,0
51337,51337,3888,20130730_101229.jpg,0,1,0,0,0,0,0,0,1,1,240,320,69,68,48,0,0.5063180735464584,Partly Cloudy,0,0,0,0,0
27119,27119,204,20130903_091955.jpg,0,0,1,0,1,0,0,0,0,0,480,704,369,366,505,0,0.3209927962332538,Overcast,0,0,0,0,0
35342,35342,22788,20140206_145739.jpg,0,0,0,1,1,0,0,0,0,0,800,1280,357,351,203,0,2.571904873976964e-17,Rain,0,1,0,0,0
3862,3862,10917,20111224_212408.jpg,0,0,0,1,1,0,0,0,0,0,960,1280,959,959,94,0,0.5790220778139765,Scattered Clouds,0,0,0,0,0
47959,47959,3837,20130621_055219.jpg,0,1,0,0,0,0,0,0,1,1,480,640,124,119,0,0,0.370650554626407,Partly Cloudy,0,0,0,0,0
93796,93796,9730,20130613_162709.jpg,0,0,0,1,0,0,0,0,1,1,480,640,182,179,147,0,0.2531590367732286,Clear,0,0,0,0,0
40451,40451,260,20140126_194535.jpg,0,0,0,1,0,0,0,1,0,1,720,1280,337,325,155,0,0.4203083130195367,Haze,0,0,0,0,0
58903,58903,4801,20111117_091001.jpg,0,0,1,0,0,0,0,0,1,1,480,640,243,241,0,0,3.0862858487723564e-17,Overcast,0,0,0,0,0
59821,59821,5020,20131027_001532.jpg,1,0,0,0,1,0,0,0,0,0,480,640,247,243,135,0,0.4384843140864254,,0,0,0,0,0
55623,55623,4584,20131214_143652.jpg,0,0,0,1,0,0,0,0,1,1,480,640,246,245,74,0,0.574151833006489,Clear,0,0,0,0,0
56894,56894,4795,20121119_200426.jpg,0,0,1,0,1,0,0,0,0,0,381,508,52,49,134,0,0.2407445971749408,Shallow Fog,1,0,0,0,0
79842,79842,75,20130412_141306.jpg,1,0,0,0,1,0,0,0,0,0,720,1280,621,616,819,0,0.3276456743629476,Clear,0,0,0,0,0
83498,83498,861,20140914_180551.jpg,0,0,1,0,0,0,0,0,1,1,480,640,164,163,829,0,0.3209927962332593,Scattered Clouds,0,0,0,0,0
47529,47529,3837,20130322_024528.jpg,1,0,0,0,0,0,0,0,1,1,480,640,124,119,195,0,1.4548891015646752e-17,,0,0,0,0,0
21266,21266,18590,20140508_170926.jpg,1,0,0,0,0,0,0,0,1,1,480,640,280,268,883,0,0.7413011092527954,Partly Cloudy,0,0,0,0,0
62346,62346,5021,20131014_151630.jpg,1,0,0,0,0,0,0,0,1,1,480,640,257,254,136,0,0.3549096759632685,Scattered Clouds,0,0,0,0,0
50768,50768,3888,20130330_201227.jpg,1,0,0,0,1,0,0,0,0,0,240,320,69,68,48,0,1.1421552032939545e-33,Partly Cloudy,0,0,0,0,0
7933,7933,11160,20130306_132311.jpg,1,0,0,0,0,0,0,0,1,1,480,640,233,232,1347,0,0.5898927116696078,Mostly Cloudy,0,0,0,0,0
57137,57137,4795,20130107_080417.jpg,0,0,0,1,1,0,0,0,0,0,381,508,52,49,134,0,0.2746614769049545,Mostly Cloudy,0,0,0,0,0
27128,27128,204,20130905_061956.jpg,0,0,1,0,1,0,0,0,0,0,480,704,369,366,325,0,0.3028167951663726,Clear,0,0,0,0,0
68731,68731,65,20140527_233318.jpg,1,0,0,0,0,0,0,0,1,1,720,1280,425,420,418,0,0.34582167542982034,Clear,0,0,0,0,0
27500,27500,204,20131118_191951.jpg,0,0,1,0,0,0,0,0,1,1,480,704,369,366,935,0,0.3954794338229684,Overcast,0,0,0,0,0
2534,2534,10870,20130801_043802.jpg,0,1,0,0,0,1,0,0,0,0,480,640,185,183,0,0,0.0,Unknown,0,0,0,0,0
67450,67450,65,20130906_223308.jpg,0,0,1,0,0,0,0,0,1,1,720,1280,425,420,418,0,0.5063180735464535,Clear,0,0,0,0,0
6502,6502,10917,20130714_095422.jpg,0,1,0,0,0,0,0,0,1,1,960,1280,959,959,1294,0,0.9017975073694297,Clear,0,0,0,0,0
59946,59946,5020,20131121_004529.jpg,1,0,0,0,1,0,0,0,0,0,480,640,247,243,105,0,0.2779879159697998,Mostly Cloudy,0,0,0,0,0
